student_id,first_high_school_attended,school_district,gender,race_ethnicity,percent_absent,gpa,act_reading_score,act_math_score
39536,Kendrick,Goodacre,Female,African-American,18.54778862,1.622189999,22,16
39674,Kendrick,Goodacre,Female,White,22.41142845,2.659090042,17,16
39743,Kendrick,Goodacre,Female,African-American,4.292263985,3.404974937,24,23
40543,Kendrick,Goodacre,Male,White,3.327618837,2.086524963,13,15
40624,Kendrick,Goodacre,Male,African-American,4.408046246,2.366666555,16,16
41216,Kendrick,Goodacre,Male,White,5.553009033,2.720854998,19,17
42232,Kendrick,Goodacre,Female,White,2.568768024,3.850049973,28,32
43579,Kendrick,Goodacre,Male,White,4.582496166,2.711709976,16,18
43997,Kendrick,Goodacre,Male,White,3.425899267,1.825000048,20,28
44050,Kendrick,Goodacre,Male,White,29.83851051,2.202250004,24,17
44172,Kendrick,Goodacre,Male,White,9.796561241,3.174999952,,
44331,Kendrick,Goodacre,Female,White,5.545833111,3.700500011,24,22
45980,Kendrick,Goodacre,Female,White,8.316742897,2.274274826,15,16
46652,Kendrick,Goodacre,Male,African-American,8.958944321,2.982000113,14,15
47052,Kendrick,Goodacre,Female,African-American,13.47440243,1.85326004,,
47202,Kendrick,Goodacre,Male,White,6.867052078,,,
47315,Kendrick,Goodacre,Male,White,1.129032254,3.454140186,13,17
47441,Kendrick,Goodacre,Female,White,20.43343353,2.273740053,12,15
48692,Kendrick,Goodacre,Female,White,1.478510022,3.599999905,31,23
48948,Kendrick,Goodacre,Female,White,1.923076868,,,
49600,Kendrick,Goodacre,Male,White,10.34527206,3.053500175,31,24
49640,Kendrick,Goodacre,Male,African-American,14.0873785,,,
50189,Kendrick,Goodacre,Male,White,1.900719404,3.720000029,21,18
50276,Kendrick,Goodacre,Female,White,9.226608276,2.033333302,14,17
51527,Kendrick,Goodacre,Female,White,4.124641895,3.930999994,26,27
51781,Kendrick,Goodacre,Female,White,10.92374039,1.736493945,17,15
52287,Kendrick,Goodacre,Female,White,3.32664752,3.214429855,21,23
52407,Kendrick,Goodacre,Female,African-American,7.168831348,1.871949911,,
52577,Kendrick,Goodacre,Female,African-American,2.66905427,2.282059908,20,16
53043,Kendrick,Goodacre,Male,African-American,9.545064926,1.257070065,,
53150,Kendrick,Goodacre,Male,White,3.489855051,3.34629488,15,18
53242,Kendrick,Goodacre,Female,White,1.491304398,3.727069855,33,28
53248,Kendrick,Goodacre,Female,White,8.449213028,3.446285009,27,19
53272,Kendrick,Goodacre,Female,White,9.368821144,1.925979972,,
53327,Kendrick,Goodacre,Female,African-American,11.36111164,2.806509972,,
53589,Kendrick,Goodacre,Male,Multiple/Native American,3.923076868,1.506500006,16,14
53592,Kendrick,Goodacre,Male,White,7.589158535,2.525000095,16,16
54966,Kendrick,Goodacre,Female,African-American,6.084285736,4,34,34
55029,Kendrick,Goodacre,Female,White,2.285714388,4,31,29
55066,Kendrick,Goodacre,Female,White,2.336206913,3.259500027,22,26
56389,Kendrick,Goodacre,Female,White,5.802008629,3.724500179,22,25
57293,Kendrick,Goodacre,Male,White,7.494964123,2.646049976,18,17
57665,Kendrick,Goodacre,Female,White,6.554636002,1.608500004,12,14
57723,Kendrick,Goodacre,Female,African-American,7.869253159,2.571429968,15,14
58019,Kendrick,Goodacre,Female,Hispanic,5.783861637,2.200000048,16,15
58088,Kendrick,Goodacre,Male,White,3.092086315,4,32,30
58626,Kendrick,Goodacre,Male,African-American,20.78629112,1.507499933,11,15
58876,Kendrick,Goodacre,Male,Asian/Pacific Islander,3.812051535,2.740499973,,
59848,Kendrick,Goodacre,Male,White,2.750943422,3.428784847,24,18
60601,Kendrick,Goodacre,Male,,18.08385086,0.958000004,,
60651,Kendrick,Goodacre,Male,White,11.63654613,0.857145011,,
60797,Kendrick,Goodacre,Female,White,13.01154327,1.782500029,20,23
61053,Kendrick,Goodacre,Female,White,8.30948925,3.238240004,20,18
61429,Kendrick,Goodacre,Female,African-American,2.101719141,3.920000076,17,26
61503,Kendrick,Goodacre,Female,White,8.85918045,1.85326004,15,14
61789,Kendrick,Goodacre,Female,White,19.75328064,2.438799858,14,17
61852,Kendrick,Goodacre,Male,White,5.702432156,2.974499941,22,16
63230,Kendrick,Goodacre,Female,African-American,5.783861637,4,19,21
63446,Kendrick,Goodacre,Male,White,7.319424629,3.530499935,27,29
64246,Kendrick,Goodacre,Female,White,13.94040966,1.884755015,21,15
64423,Kendrick,Goodacre,Female,White,2.538681746,3.141474962,19,21
64799,Kendrick,Goodacre,Male,White,1.41833818,3.087999821,19,16
64860,Kendrick,Goodacre,Female,White,27.75268745,1.609866619,19,15
65753,Kendrick,Goodacre,Female,White,1.557692409,2.670000076,18,16
